<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,RSI,Signal RSI
USDJPY,20010103,103900,114.41,114.42,114.41,114.42,4,34.90696559482339,0.0
USDJPY,20010103,104000,114.43,114.44,114.42,114.44,4,42.997161765462714,0.0
USDJPY,20010103,104100,114.43,114.44,114.43,114.44,4,42.99716176546271,0.0
USDJPY,20010103,104200,114.44,114.45,114.43,114.44,4,42.99716176546271,0.0
USDJPY,20010103,104300,114.44,114.44,114.41,114.41,4,34.876328344726744,0.0
USDJPY,20010103,104400,114.42,114.42,114.41,114.42,4,39.011309641745754,0.0
USDJPY,20010103,104500,114.42,114.44,114.42,114.43,4,42.91471394503963,0.0
USDJPY,20010103,104600,114.44,114.44,114.44,114.44,4,46.595628376136276,0.0
USDJPY,20010103,104700,114.43,114.45,114.43,114.44,4,46.595628376136276,0.0
USDJPY,20010103,104800,114.44,114.44,114.44,114.44,4,46.59562837613627,0.0
USDJPY,20010103,104900,114.44,114.45,114.44,114.45,4,50.575998809221964,0.0
USDJPY,20010103,105000,114.46,114.47,114.44,114.45,4,50.575998809221964,0.0
USDJPY,20010103,105100,114.45,114.47,114.45,114.47,4,57.86100919140722,0.0
USDJPY,20010103,105200,114.46,114.46,114.44,114.44,4,46.733529756520724,0.0
USDJPY,20010103,105300,114.44,114.44,114.43,114.44,4,46.733529756520724,0.0
USDJPY,20010103,105400,114.43,114.44,114.43,114.43,4,43.49950581102173,0.0
USDJPY,20010103,105500,114.44,114.44,114.43,114.44,4,47.41814463159574,0.0
USDJPY,20010103,105600,114.44,114.44,114.42,114.42,4,41.25534691985326,0.0
USDJPY,20010103,105700,114.42,114.42,114.39,114.39,4,34.09682664084288,0.0
USDJPY,20010103,105800,114.4,114.4,114.37,114.37,4,30.319701593184064,0.0
USDJPY,20010103,105900,114.38,114.38,114.36,114.37,4,30.319701593184064,0.0
USDJPY,20010103,110000,114.37,114.39,114.37,114.39,4,38.25265748328212,0.0
USDJPY,20010103,110100,114.39,114.39,114.36,114.36,4,32.31049420848542,0.0
USDJPY,20010103,110200,114.36,114.38,114.36,114.37,4,35.88570200849357,0.0
USDJPY,20010103,110300,114.37,114.37,114.33,114.33,4,29.23424856239076,0.0
USDJPY,20010103,110400,114.34,114.36,114.33,114.34,4,32.5977690167512,1.0
USDJPY,20010103,110500,114.34,114.36,114.34,114.36,4,38.85714897506223,0.0
USDJPY,20010103,110600,114.36,114.41,114.36,114.4,4,49.048440082170416,0.0
USDJPY,20010103,110700,114.4,114.41,114.4,114.41,4,51.23671155613037,0.0
USDJPY,20010103,110800,114.42,114.44,114.41,114.44,4,57.17843204334986,0.0
USDJPY,20010103,110900,114.45,114.45,114.41,114.42,4,52.57879770337311,0.0
USDJPY,20010103,111000,114.43,114.43,114.39,114.39,4,46.532082702770005,0.0
USDJPY,20010103,111100,114.39,114.4,114.38,114.39,4,46.532082702770005,0.0
USDJPY,20010103,111200,114.37,114.4,114.37,114.39,4,46.532082702770005,0.0
USDJPY,20010103,111300,114.39,114.4,114.39,114.4,4,48.97508531358694,0.0
USDJPY,20010103,111400,114.4,114.42,114.4,114.42,4,53.54662615654775,0.0
USDJPY,20010103,111500,114.42,114.42,114.42,114.42,4,53.546626156547745,0.0
USDJPY,20010103,111600,114.42,114.42,114.41,114.41,4,50.90205646468927,0.0
USDJPY,20010103,111700,114.42,114.43,114.42,114.42,4,53.38156321076911,0.0
USDJPY,20010103,111800,114.41,114.44,114.41,114.44,4,57.95488932557288,0.0
USDJPY,20010103,111900,114.44,114.44,114.44,114.44,4,57.95488932557288,0.0
USDJPY,20010103,112000,114.44,114.44,114.42,114.42,4,52.0346842021635,0.0
USDJPY,20010103,112100,114.42,114.46,114.42,114.46,4,60.68479870403866,0.0
USDJPY,20010103,112200,114.46,114.47,114.46,114.46,4,60.68479870403866,0.0
USDJPY,20010103,112300,114.46,114.46,114.45,114.45,4,57.669369564539664,0.0
USDJPY,20010103,112400,114.45,114.48,114.45,114.45,4,57.669369564539664,0.0
USDJPY,20010103,112500,114.46,114.46,114.43,114.44,4,54.52704841794261,0.0
USDJPY,20010103,112600,114.44,114.44,114.43,114.44,4,54.52704841794261,0.0
USDJPY,20010103,112700,114.44,114.44,114.43,114.44,4,54.527048417942616,0.0
USDJPY,20010103,112800,114.44,114.44,114.44,114.44,4,54.527048417942616,0.0
USDJPY,20010103,112900,114.44,114.45,114.44,114.44,4,54.527048417942616,0.0
USDJPY,20010103,113000,114.44,114.45,114.44,114.44,4,54.52704841794263,0.0
USDJPY,20010103,113100,114.44,114.44,114.42,114.44,4,54.52704841794263,0.0
USDJPY,20010103,113200,114.44,114.45,114.44,114.45,4,58.34045144742818,0.0
USDJPY,20010103,113300,114.44,114.45,114.44,114.45,4,58.34045144742818,0.0
USDJPY,20010103,113400,114.44,114.45,114.44,114.44,4,53.16927162322906,0.0
USDJPY,20010103,113500,114.45,114.45,114.44,114.44,4,53.16927162322906,0.0
USDJPY,20010103,113600,114.44,114.45,114.44,114.44,4,53.16927162322907,0.0
USDJPY,20010103,113700,114.44,114.46,114.44,114.45,4,57.83699839037116,0.0
USDJPY,20010103,113800,114.45,114.47,114.45,114.45,4,57.83699839037116,0.0
USDJPY,20010103,113900,114.47,114.47,114.46,114.46,4,62.20586053785827,0.0
USDJPY,20010103,114000,114.45,114.45,114.45,114.45,4,55.96120404132268,0.0
USDJPY,20010103,114100,114.45,114.45,114.44,114.44,4,50.50153277017517,0.0
USDJPY,20010103,114200,114.45,114.45,114.44,114.44,4,50.50153277017517,0.0
USDJPY,20010103,114300,114.44,114.45,114.44,114.45,4,55.532916667192495,0.0
USDJPY,20010103,114400,114.45,114.46,114.45,114.46,4,59.92029334500623,0.0
USDJPY,20010103,114500,114.47,114.48,114.46,114.47,4,63.769933153972374,0.0
USDJPY,20010103,114600,114.47,114.48,114.47,114.47,4,63.76993315397237,0.0
USDJPY,20010103,114700,114.46,114.49,114.46,114.49,4,70.37097250643166,0.0
USDJPY,20010103,114800,114.48,114.49,114.47,114.47,4,58.82812681677392,-1.0
USDJPY,20010103,114900,114.47,114.47,114.46,114.47,4,58.828126816773924,0.0
USDJPY,20010103,115000,114.48,114.48,114.47,114.48,4,62.404137146891735,0.0
USDJPY,20010103,115100,114.48,114.48,114.47,114.47,4,57.06633127784662,0.0
USDJPY,20010103,115200,114.46,114.47,114.44,114.44,4,44.71065853546186,0.0
USDJPY,20010103,115300,114.44,114.44,114.43,114.43,4,41.48622251041872,0.0
USDJPY,20010103,115400,114.42,114.43,114.41,114.43,4,41.48622251041872,0.0
USDJPY,20010103,115500,114.44,114.45,114.41,114.43,4,41.48622251041872,0.0
USDJPY,20010103,115600,114.42,114.45,114.42,114.44,4,46.321251987575124,0.0
USDJPY,20010103,115700,114.44,114.44,114.42,114.43,4,42.53609984589246,0.0
USDJPY,20010103,115800,114.42,114.44,114.42,114.44,4,47.183965095908476,0.0
USDJPY,20010103,115900,114.44,114.47,114.44,114.47,4,58.126214151554265,0.0
USDJPY,20010103,120000,114.46,114.47,114.44,114.44,4,47.52316366661345,0.0
USDJPY,20010103,120100,114.43,114.44,114.41,114.42,4,42.020046666333975,0.0
USDJPY,20010103,120200,114.42,114.42,114.42,114.42,4,42.020046666333975,0.0
USDJPY,20010103,120300,114.4,114.44,114.4,114.44,4,48.88477068671541,0.0
USDJPY,20010103,120400,114.44,114.44,114.43,114.44,4,48.88477068671541,0.0
USDJPY,20010103,120500,114.43,114.44,114.43,114.44,4,48.88477068671541,0.0
USDJPY,20010103,120600,114.44,114.45,114.43,114.43,4,45.5191626250182,0.0
USDJPY,20010103,120700,114.43,114.44,114.43,114.44,4,49.27975275837692,0.0
USDJPY,20010103,120800,114.43,114.43,114.42,114.42,4,42.90152993491714,0.0
USDJPY,20010103,120900,114.42,114.44,114.42,114.42,4,42.90152993491714,0.0
USDJPY,20010103,121000,114.43,114.43,114.42,114.42,4,42.90152993491714,0.0
USDJPY,20010103,121100,114.41,114.44,114.41,114.44,4,50.84724649555247,0.0
USDJPY,20010103,121200,114.44,114.45,114.44,114.44,4,50.84724649555247,0.0
USDJPY,20010103,121300,114.44,114.44,114.44,114.44,4,50.84724649555247,0.0
USDJPY,20010103,121400,114.44,114.44,114.42,114.42,4,43.31830234566701,0.0
USDJPY,20010103,121500,114.42,114.42,114.41,114.42,4,43.31830234566701,0.0
USDJPY,20010103,121600,114.42,114.48,114.42,114.47,4,60.34345146089137,0.0
USDJPY,20010103,121700,114.46,114.51,114.46,114.49,4,64.88668056049195,0.0
USDJPY,20010103,121800,114.48,114.49,114.46,114.47,4,57.76037541385549,0.0
USDJPY,20010103,121900,114.48,114.48,114.47,114.47,4,57.76037541385549,0.0
USDJPY,20010103,122000,114.47,114.47,114.45,114.45,4,51.2344740341377,0.0
USDJPY,20010103,122100,114.43,114.45,114.41,114.41,4,41.20691402441377,0.0
USDJPY,20010103,122200,114.42,114.44,114.42,114.42,4,44.14985778532899,0.0
USDJPY,20010103,122300,114.42,114.43,114.39,114.39,4,38.00389709608139,0.0
USDJPY,20010103,122400,114.39,114.43,114.39,114.4,4,40.954499591406936,0.0
USDJPY,20010103,122500,114.41,114.41,114.39,114.39,4,38.957744487837076,0.0
USDJPY,20010103,122600,114.39,114.39,114.37,114.37,4,35.25550276590273,0.0
USDJPY,20010103,122700,114.37,114.37,114.34,114.34,4,30.56357740758564,0.0
USDJPY,20010103,122800,114.34,114.36,114.34,114.34,4,30.56357740758564,0.0
USDJPY,20010103,122900,114.34,114.34,114.3,114.3,4,25.34726702036754,0.0
USDJPY,20010103,123000,114.29,114.33,114.29,114.31,4,28.626851240626138,0.0
USDJPY,20010103,123100,114.31,114.32,114.31,114.31,4,28.626851240626138,0.0
USDJPY,20010103,123200,114.31,114.31,114.29,114.29,4,25.979546127228787,0.0
USDJPY,20010103,123300,114.29,114.31,114.29,114.31,4,32.68357876665007,1.0
USDJPY,20010103,123400,114.3,114.31,114.3,114.31,4,32.68357876665007,0.0
USDJPY,20010103,123500,114.31,114.32,114.3,114.31,4,32.68357876665007,0.0
USDJPY,20010103,123600,114.31,114.33,114.3,114.33,4,39.52454675753034,0.0
USDJPY,20010103,123700,114.33,114.34,114.33,114.34,4,42.662113050585866,0.0
USDJPY,20010103,123800,114.34,114.36,114.34,114.35,4,45.6962043726261,0.0
USDJPY,20010103,123900,114.36,114.36,114.36,114.36,4,48.62394373390877,0.0
USDJPY,20010103,124000,114.36,114.38,114.36,114.38,4,53.969165770528264,0.0
USDJPY,20010103,124100,114.37,114.37,114.36,114.37,4,51.106093197391026,0.0
USDJPY,20010103,124200,114.37,114.39,114.37,114.38,4,53.74848548665277,0.0
USDJPY,20010103,124300,114.39,114.41,114.39,114.39,4,56.29229861117729,0.0
USDJPY,20010103,124400,114.39,114.4,114.39,114.39,4,56.29229861117729,0.0
USDJPY,20010103,124500,114.39,114.4,114.39,114.39,4,56.29229861117729,0.0
USDJPY,20010103,124600,114.39,114.39,114.36,114.36,4,46.67379220569697,0.0
USDJPY,20010103,124700,114.36,114.36,114.34,114.34,4,41.57377604486481,0.0
USDJPY,20010103,124800,114.36,114.36,114.31,114.31,4,35.33646371304249,0.0
USDJPY,20010103,124900,114.32,114.33,114.3,114.31,4,35.33646371304249,0.0
USDJPY,20010103,125000,114.3,114.31,114.29,114.3,4,33.39931192654353,0.0
USDJPY,20010103,125100,114.31,114.32,114.3,114.31,4,37.11203688775847,0.0
USDJPY,20010103,125200,114.31,114.31,114.29,114.31,4,37.112036887758464,0.0
USDJPY,20010103,125300,114.3,114.31,114.29,114.29,4,32.8627389616379,0.0
USDJPY,20010103,125400,114.28,114.28,114.27,114.27,4,29.255354438820873,0.0
USDJPY,20010103,125500,114.28,114.28,114.26,114.26,4,27.622645969752625,0.0
USDJPY,20010103,125600,114.27,114.27,114.24,114.25,4,26.056595902378803,0.0
USDJPY,20010103,125700,114.24,114.24,114.22,114.23,4,23.221048744306472,0.0
USDJPY,20010103,125800,114.22,114.23,114.22,114.23,4,23.221048744306472,0.0
USDJPY,20010103,125900,114.23,114.23,114.22,114.22,4,21.842682763007446,0.0
USDJPY,20010103,130000,114.21,114.23,114.21,114.22,4,21.842682763007446,0.0
USDJPY,20010103,130100,114.22,114.22,114.19,114.22,4,21.842682763007446,0.0
USDJPY,20010103,130200,114.21,114.22,114.2,114.22,4,21.842682763007446,0.0
USDJPY,20010103,130300,114.21,114.21,114.17,114.19,4,17.621880898470593,0.0
USDJPY,20010103,130400,114.18,114.21,114.18,114.2,4,22.96552520481346,0.0
USDJPY,20010103,130500,114.19,114.2,114.14,114.14,4,16.182678408220156,0.0
USDJPY,20010103,130600,114.13,114.14,114.11,114.11,4,13.962210525784386,0.0
USDJPY,20010103,130700,114.11,114.11,114.06,114.08,4,12.164668495877962,0.0
USDJPY,20010103,130800,114.07,114.13,114.07,114.1,4,19.596459201629074,0.0
USDJPY,20010103,130900,114.11,114.14,114.11,114.11,4,23.099985140814354,0.0
USDJPY,20010103,131000,114.1,114.1,114.04,114.06,4,18.71003612519823,0.0
USDJPY,20010103,131100,114.05,114.06,114.04,114.06,4,18.71003612519823,0.0
USDJPY,20010103,131200,114.06,114.1,114.06,114.09,4,28.20440676003207,0.0
USDJPY,20010103,131300,114.1,114.12,114.08,114.12,4,36.225950053475216,1.0
USDJPY,20010103,131400,114.13,114.14,114.11,114.14,4,40.961686354292056,0.0
USDJPY,20010103,131500,114.14,114.16,114.14,114.14,4,40.961686354292056,0.0
USDJPY,20010103,131600,114.15,114.17,114.15,114.15,4,43.39897616133182,0.0
USDJPY,20010103,131700,114.15,114.17,114.15,114.17,4,48.020840169362685,0.0
USDJPY,20010103,131800,114.16,114.18,114.16,114.18,4,50.21005900002314,0.0
USDJPY,20010103,131900,114.19,114.19,114.17,114.18,4,50.21005900002314,0.0
USDJPY,20010103,132000,114.18,114.2,114.16,114.17,4,47.871715662520344,0.0
USDJPY,20010103,132100,114.16,114.17,114.14,114.15,4,43.507589945948716,0.0
USDJPY,20010103,132200,114.14,114.16,114.14,114.15,4,43.507589945948716,0.0
USDJPY,20010103,132300,114.16,114.17,114.15,114.15,4,43.50758994594872,0.0
USDJPY,20010103,132400,114.14,114.15,114.13,114.14,4,41.164111003352915,0.0
USDJPY,20010103,132500,114.14,114.15,114.14,114.14,4,41.164111003352915,0.0
USDJPY,20010103,132600,114.14,114.18,114.14,114.17,4,50.450122831094376,0.0
USDJPY,20010103,132700,114.19,114.21,114.19,114.2,4,57.64858208790383,0.0
USDJPY,20010103,132800,114.2,114.25,114.2,114.25,4,66.40785628091606,0.0
USDJPY,20010103,132900,114.26,114.27,114.25,114.27,4,69.155861107602,0.0
USDJPY,20010103,133000,114.26,114.26,114.25,114.25,4,63.55666646057192,0.0
USDJPY,20010103,133100,114.25,114.28,114.25,114.28,4,67.77177619395897,0.0
USDJPY,20010103,133200,114.28,114.28,114.26,114.28,4,67.77177619395897,0.0
USDJPY,20010103,133300,114.28,114.31,114.28,114.31,4,71.58357210546498,0.0
USDJPY,20010103,133400,114.29,114.32,114.29,114.31,4,71.58357210546498,0.0
USDJPY,20010103,133500,114.3,114.32,114.29,114.31,4,71.58357210546498,0.0
USDJPY,20010103,133600,114.31,114.31,114.29,114.29,4,65.16591434658211,-1.0
USDJPY,20010103,133700,114.3,114.3,114.28,114.28,4,62.16493267990656,0.0
USDJPY,20010103,133800,114.28,114.28,114.26,114.28,4,62.16493267990656,0.0
USDJPY,20010103,133900,114.26,114.28,114.26,114.26,4,56.16547932596383,0.0
USDJPY,20010103,134000,114.25,114.28,114.25,114.28,4,60.29238634688726,0.0
USDJPY,20010103,134100,114.28,114.28,114.25,114.25,4,52.33331161908049,0.0
USDJPY,20010103,134200,114.24,114.25,114.23,114.25,4,52.33331161908049,0.0
USDJPY,20010103,134300,114.25,114.25,114.23,114.25,4,52.33331161908049,0.0
USDJPY,20010103,134400,114.24,114.25,114.22,114.22,4,44.9261274360786,0.0
USDJPY,20010103,134500,114.22,114.22,114.22,114.22,4,44.9261274360786,0.0
USDJPY,20010103,134600,114.24,114.26,114.24,114.25,4,52.691825226459954,0.0
USDJPY,20010103,134700,114.25,114.26,114.24,114.25,4,52.691825226459954,0.0
USDJPY,20010103,134800,114.24,114.25,114.19,114.19,4,39.70553093866621,0.0
USDJPY,20010103,134900,114.19,114.2,114.19,114.19,4,39.70553093866622,0.0
USDJPY,20010103,135000,114.2,114.22,114.19,114.22,4,47.24506429403802,0.0
USDJPY,20010103,135100,114.22,114.22,114.22,114.22,4,47.24506429403802,0.0
USDJPY,20010103,135200,114.22,114.23,114.22,114.22,4,47.24506429403803,0.0
USDJPY,20010103,135300,114.21,114.21,114.18,114.19,4,40.86312564635705,0.0
USDJPY,20010103,135400,114.18,114.19,114.17,114.19,4,40.86312564635705,0.0
USDJPY,20010103,135500,114.19,114.2,114.19,114.2,4,43.798042066666866,0.0
USDJPY,20010103,135600,114.2,114.23,114.2,114.22,4,49.22551400035442,0.0
USDJPY,20010103,135700,114.22,114.23,114.22,114.23,4,51.73526565159696,0.0
USDJPY,20010103,135800,114.23,114.23,114.23,114.23,4,51.73526565159696,0.0
USDJPY,20010103,135900,114.23,114.23,114.23,114.23,4,51.73526565159695,0.0
USDJPY,20010103,140000,114.23,114.23,114.22,114.22,4,48.727047286183264,0.0
USDJPY,20010103,140100,114.21,114.22,114.19,114.19,4,41.020952398926404,0.0
USDJPY,20010103,140200,114.19,114.19,114.18,114.19,4,41.020952398926404,0.0
USDJPY,20010103,140300,114.19,114.2,114.19,114.2,4,44.419068330858586,0.0
USDJPY,20010103,140400,114.2,114.2,114.19,114.2,4,44.41906833085858,0.0
USDJPY,20010103,140500,114.21,114.23,114.21,114.23,4,53.7003644687526,0.0
USDJPY,20010103,140600,114.23,114.23,114.22,114.22,4,50.663394345222905,0.0
USDJPY,20010103,140700,114.22,114.22,114.22,114.22,4,50.663394345222905,0.0
USDJPY,20010103,140800,114.22,114.22,114.21,114.21,4,47.54495639910359,0.0
USDJPY,20010103,140900,114.21,114.22,114.21,114.22,4,50.80588055432285,0.0
USDJPY,20010103,141000,114.22,114.22,114.22,114.22,4,50.80588055432285,0.0
USDJPY,20010103,141100,114.22,114.25,114.22,114.25,4,59.55408181669167,0.0
USDJPY,20010103,141200,114.25,114.25,114.23,114.23,4,52.811482421311716,0.0
USDJPY,20010103,141300,114.23,114.25,114.23,114.25,4,57.93976767973162,0.0
USDJPY,20010103,141400,114.25,114.25,114.25,114.25,4,57.93976767973162,0.0
USDJPY,20010103,141500,114.24,114.25,114.24,114.25,4,57.93976767973162,0.0
USDJPY,20010103,141600,114.25,114.25,114.24,114.25,4,57.939767679731624,0.0
USDJPY,20010103,141700,114.24,114.26,114.24,114.24,4,53.99350408083407,0.0
USDJPY,20010103,141800,114.23,114.23,114.22,114.23,4,50.30377402074864,0.0
USDJPY,20010103,141900,114.24,114.24,114.23,114.23,4,50.30377402074864,0.0
USDJPY,20010103,142000,114.23,114.23,114.19,114.2,4,40.6408873810469,0.0
USDJPY,20010103,142100,114.2,114.21,114.18,114.18,4,35.71533972446309,0.0
USDJPY,20010103,142200,114.17,114.19,114.16,114.18,4,35.71533972446309,0.0
USDJPY,20010103,142300,114.19,114.19,114.19,114.19,4,39.93658634310046,0.0
USDJPY,20010103,142400,114.19,114.2,114.19,114.19,4,39.936586343100466,0.0
USDJPY,20010103,142500,114.2,114.22,114.2,114.21,4,47.8757150923035,0.0
USDJPY,20010103,142600,114.21,114.22,114.21,114.22,4,51.33907690852983,0.0
USDJPY,20010103,142700,114.21,114.23,114.21,114.23,4,54.58851412551445,0.0
USDJPY,20010103,142800,114.24,114.29,114.24,114.29,4,68.27661644653728,0.0
USDJPY,20010103,142900,114.28,114.29,114.28,114.28,4,64.77232322925516,0.0
USDJPY,20010103,143000,114.27,114.33,114.27,114.32,4,71.15067873967337,0.0
USDJPY,20010103,143100,114.33,114.34,114.32,114.34,4,73.71346694868133,0.0
USDJPY,20010103,143200,114.32,114.39,114.32,114.37,4,77.01222190568696,0.0
USDJPY,20010103,143300,114.38,114.43,114.36,114.43,4,81.90353241599871,0.0
USDJPY,20010103,143400,114.42,114.42,114.41,114.41,4,76.09150268915951,0.0
USDJPY,20010103,143500,114.41,114.41,114.39,114.4,4,73.2910339426342,0.0
USDJPY,20010103,143600,114.4,114.4,114.39,114.39,4,70.49688730338129,0.0
USDJPY,20010103,143700,114.39,114.39,114.37,114.38,4,67.71667073306034,-1.0
USDJPY,20010103,143800,114.39,114.39,114.36,114.37,4,64.95784067684883,0.0
USDJPY,20010103,143900,114.37,114.37,114.36,114.36,4,62.227623169386824,0.0
USDJPY,20010103,144000,114.36,114.36,114.35,114.36,4,62.227623169386824,0.0
USDJPY,20010103,144100,114.36,114.36,114.36,114.36,4,62.227623169386824,0.0
USDJPY,20010103,144200,114.37,114.38,114.37,114.37,4,64.11159281573555,0.0
USDJPY,20010103,144300,114.39,114.39,114.39,114.39,4,67.59298751061934,0.0
USDJPY,20010103,144400,114.39,114.39,114.38,114.38,4,64.23759713431728,0.0
USDJPY,20010103,144500,114.39,114.39,114.39,114.39,4,66.05242267305752,0.0
USDJPY,20010103,144600,114.41,114.42,114.4,114.42,4,70.83418745590492,0.0
USDJPY,20010103,144700,114.43,114.44,114.42,114.42,4,70.83418745590492,0.0
USDJPY,20010103,144800,114.43,114.43,114.41,114.42,4,70.83418745590492,0.0
USDJPY,20010103,144900,114.42,114.44,114.42,114.44,4,73.89581497616706,0.0
USDJPY,20010103,145000,114.44,114.45,114.44,114.44,4,73.89581497616706,0.0
USDJPY,20010103,145100,114.44,114.44,114.44,114.44,4,73.89581497616706,0.0
USDJPY,20010103,145200,114.44,114.44,114.44,114.44,4,73.89581497616706,0.0
USDJPY,20010103,145300,114.44,114.44,114.41,114.41,4,60.98064125122994,-1.0
USDJPY,20010103,145400,114.4,114.4,114.38,114.38,4,51.32101487917745,0.0
USDJPY,20010103,145500,114.38,114.38,114.34,114.35,4,43.842014925624255,0.0
USDJPY,20010103,145600,114.35,114.36,114.34,114.36,4,46.6337756968968,0.0
USDJPY,20010103,145700,114.37,114.38,114.36,114.37,4,49.34564145128696,0.0
USDJPY,20010103,145800,114.36,114.37,114.36,114.36,4,46.78531160277024,0.0
USDJPY,20010103,145900,114.35,114.35,114.34,114.35,4,44.30944028910762,0.0
USDJPY,20010103,150000,114.39,114.39,114.34,114.36,4,47.31215231199,0.0
USDJPY,20010103,150100,114.36,114.36,114.36,114.36,4,47.31215231199,0.0
USDJPY,20010103,150200,114.36,114.36,114.35,114.36,4,47.31215231198999,0.0
USDJPY,20010103,150300,114.36,114.36,114.36,114.36,4,47.31215231199,0.0
USDJPY,20010103,150400,114.37,114.37,114.34,114.34,4,41.31905644544758,0.0
USDJPY,20010103,150500,114.34,114.34,114.34,114.34,4,41.31905644544757,0.0
USDJPY,20010103,150600,114.34,114.36,114.34,114.36,4,48.8355636843085,0.0
USDJPY,20010103,150700,114.36,114.36,114.34,114.34,4,42.91560214220203,0.0
USDJPY,20010103,150800,114.35,114.35,114.33,114.33,4,40.285991634862704,0.0
USDJPY,20010103,150900,114.33,114.34,114.33,114.34,4,43.9824435399918,0.0
USDJPY,20010103,151000,114.34,114.38,114.34,114.38,4,55.775286989428565,0.0
USDJPY,20010103,151100,114.4,114.41,114.39,114.4,4,60.27805494559145,0.0
USDJPY,20010103,151200,114.4,114.42,114.4,114.42,4,64.20309999278291,0.0
USDJPY,20010103,151300,114.42,114.44,114.42,114.44,4,67.64601715366894,0.0
USDJPY,20010103,151400,114.45,114.45,114.43,114.44,4,67.64601715366894,0.0
USDJPY,20010103,151500,114.44,114.44,114.44,114.44,4,67.64601715366894,0.0
USDJPY,20010103,151600,114.45,114.45,114.44,114.45,4,69.47918143441893,0.0
USDJPY,20010103,151700,114.44,114.44,114.42,114.44,4,65.48350566288354,0.0
USDJPY,20010103,151800,114.44,114.44,114.44,114.44,4,65.48350566288354,0.0
USDJPY,20010103,151900,114.44,114.45,114.44,114.44,4,65.48350566288354,0.0
USDJPY,20010103,152000,114.45,114.45,114.44,114.44,4,65.48350566288354,0.0
USDJPY,20010103,152100,114.44,114.44,114.4,114.4,4,50.009934472474136,0.0
USDJPY,20010103,152200,114.4,114.41,114.39,114.39,4,47.01867741179469,0.0
USDJPY,20010103,152300,114.39,114.41,114.39,114.41,4,53.065217541550226,0.0
USDJPY,20010103,152400,114.4,114.4,114.39,114.39,4,47.25709407346499,0.0
USDJPY,20010103,152500,114.4,114.4,114.4,114.4,4,50.192545673384444,0.0
USDJPY,20010103,152600,114.4,114.4,114.4,114.4,4,50.192545673384444,0.0
USDJPY,20010103,152700,114.39,114.4,114.39,114.4,4,50.192545673384444,0.0
USDJPY,20010103,152800,114.4,114.42,114.4,114.42,4,56.2718762438119,0.0
USDJPY,20010103,152900,114.42,114.42,114.4,114.4,4,49.73449503863331,0.0
USDJPY,20010103,153000,114.39,114.4,114.39,114.4,4,49.73449503863331,0.0
USDJPY,20010103,153100,114.39,114.42,114.39,114.4,4,49.73449503863331,0.0
USDJPY,20010103,153200,114.4,114.4,114.4,114.4,4,49.734495038633305,0.0
USDJPY,20010103,153300,114.42,114.42,114.4,114.4,4,49.73449503863331,0.0
USDJPY,20010103,153400,114.41,114.44,114.39,114.44,4,62.39195548709939,0.0
USDJPY,20010103,153500,114.44,114.44,114.43,114.43,4,58.4306192201316,0.0
USDJPY,20010103,153600,114.4,114.42,114.4,114.42,4,54.69111060139598,0.0
USDJPY,20010103,153700,114.42,114.45,114.42,114.44,4,60.18006114334594,0.0
USDJPY,20010103,153800,114.45,114.45,114.43,114.45,4,62.61852868615541,0.0
USDJPY,20010103,153900,114.46,114.49,114.45,114.45,4,62.61852868615541,0.0
USDJPY,20010103,154000,114.45,114.45,114.44,114.44,4,58.46620980737595,0.0
USDJPY,20010103,154100,114.43,114.43,114.42,114.42,4,51.15939768392745,0.0
USDJPY,20010103,154200,114.42,114.42,114.42,114.42,4,51.15939768392745,0.0
USDJPY,20010103,154300,114.4,114.4,114.4,114.4,4,44.682984608720936,0.0
USDJPY,20010103,154400,114.39,114.4,114.39,114.4,4,44.68298460872094,0.0
USDJPY,20010103,154500,114.4,114.42,114.4,114.42,4,51.764771094774936,0.0
USDJPY,20010103,154600,114.42,114.42,114.4,114.4,4,45.492706183398035,0.0
USDJPY,20010103,154700,114.4,114.4,114.38,114.38,4,40.24175647931333,0.0
USDJPY,20010103,154800,114.37,114.37,114.36,114.36,4,35.79263338290404,0.0
USDJPY,20010103,154900,114.36,114.38,114.34,114.38,4,42.62406819113638,0.0
USDJPY,20010103,155000,114.37,114.38,114.36,114.38,4,42.62406819113638,0.0
USDJPY,20010103,155100,114.38,114.39,114.37,114.39,4,45.95829749033512,0.0
USDJPY,20010103,155200,114.39,114.43,114.39,114.4,4,49.14115287412049,0.0
USDJPY,20010103,155300,114.39,114.39,114.38,114.38,4,43.60917500663061,0.0
USDJPY,20010103,155400,114.37,114.38,114.36,114.36,4,38.89395575110902,0.0
USDJPY,20010103,155500,114.36,114.37,114.36,114.37,4,42.25586941126639,0.0
USDJPY,20010103,155600,114.37,114.37,114.36,114.37,4,42.25586941126639,0.0
USDJPY,20010103,155700,114.37,114.39,114.37,114.39,4,48.79091689996699,0.0
USDJPY,20010103,155800,114.39,114.39,114.36,114.36,4,41.2497557025301,0.0
USDJPY,20010103,155900,114.36,114.36,114.35,114.35,4,39.081389310849005,0.0
USDJPY,20010103,160000,114.34,114.34,114.33,114.34,4,36.98751264773723,0.0
USDJPY,20010103,160100,114.33,114.37,114.33,114.37,4,46.28531069004471,0.0
