<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,%K,%D,Signal SO
USDJPY,20010103,93300,114.48,114.52,114.48,114.52,4,100.0,91.66666666666372,0.0
USDJPY,20010103,93400,114.54,114.55,114.54,114.55,4,100.0,100.0,0.0
USDJPY,20010103,93500,114.56,114.57,114.56,114.57,4,100.0,100.0,0.0
USDJPY,20010103,93600,114.56,114.58,114.56,114.58,4,100.0,100.0,0.0
USDJPY,20010103,93700,114.56,114.56,114.56,114.56,4,85.71428571428862,95.23809523809621,-1.0
USDJPY,20010103,93800,114.56,114.56,114.56,114.56,4,85.71428571428862,90.47619047619241,0.0
USDJPY,20010103,93900,114.56,114.56,114.56,114.56,4,85.71428571428862,85.71428571428862,0.0
USDJPY,20010103,94000,114.56,114.56,114.56,114.56,4,84.61538461538714,85.34798534798813,-1.0
USDJPY,20010103,94100,114.54,114.55,114.54,114.54,4,69.23076923077427,79.85347985348335,0.0
USDJPY,20010103,94200,114.55,114.58,114.55,114.58,4,100.0,84.61538461538714,0.0
USDJPY,20010103,94300,114.56,114.56,114.54,114.54,4,69.23076923077427,79.48717948718286,-1.0
USDJPY,20010103,94400,114.53,114.53,114.53,114.53,4,54.54545454545689,74.59207459207705,0.0
USDJPY,20010103,94500,114.54,114.56,114.54,114.54,4,63.63636363637068,62.47086247086728,0.0
USDJPY,20010103,94600,114.53,114.53,114.51,114.51,4,30.000000000002842,49.39393939394347,0.0
USDJPY,20010103,94700,114.51,114.51,114.51,114.51,4,0.0,31.212121212124504,0.0
USDJPY,20010103,94800,114.51,114.53,114.51,114.53,4,28.57142857142567,19.523809523809504,0.0
USDJPY,20010103,94900,114.53,114.53,114.53,114.53,4,28.57142857142567,19.047619047617115,0.0
USDJPY,20010103,95000,114.53,114.53,114.53,114.53,4,28.57142857142567,28.57142857142567,0.0
USDJPY,20010103,95100,114.54,114.56,114.54,114.56,4,71.42857142857433,42.85714285714189,0.0
USDJPY,20010103,95200,114.56,114.56,114.56,114.56,4,71.42857142857433,57.14285714285811,0.0
USDJPY,20010103,95500,114.56,114.59,114.56,114.59,4,100.0,80.95238095238288,0.0
USDJPY,20010103,95600,114.58,114.58,114.58,114.58,4,87.49999999999334,86.30952380952256,0.0
USDJPY,20010103,95700,114.56,114.56,114.56,114.56,4,62.499999999997776,83.33333333333037,-1.0
USDJPY,20010103,95800,114.58,114.59,114.58,114.59,4,100.0,83.33333333333037,0.0
USDJPY,20010103,95900,114.59,114.59,114.59,114.59,4,100.0,87.49999999999926,0.0
USDJPY,20010103,100000,114.6,114.61,114.6,114.61,4,100.0,100.0,0.0
USDJPY,20010103,100100,114.61,114.61,114.61,114.61,4,100.0,100.0,0.0
USDJPY,20010103,100200,114.61,114.64,114.61,114.64,4,100.0,100.0,0.0
USDJPY,20010103,100300,114.64,114.64,114.64,114.64,4,100.0,100.0,0.0
USDJPY,20010103,100400,114.64,114.64,114.62,114.62,4,81.81818181818534,93.93939393939512,-1.0
USDJPY,20010103,100500,114.61,114.61,114.61,114.61,4,72.72727272727155,84.84848484848563,0.0
USDJPY,20010103,100600,114.61,114.62,114.61,114.62,4,80.00000000000284,78.1818181818199,0.0
USDJPY,20010103,100700,114.61,114.61,114.61,114.61,4,62.499999999997776,71.74242424242406,0.0
USDJPY,20010103,100900,114.61,114.61,114.59,114.59,4,37.500000000002224,60.000000000000945,0.0
USDJPY,20010103,101200,114.54,114.54,114.52,114.52,4,0.0,33.333333333333336,0.0
USDJPY,20010103,101300,114.51,114.54,114.51,114.54,4,23.076923076924757,20.192307692308994,0.0
USDJPY,20010103,101400,114.55,114.55,114.54,114.54,4,23.076923076924757,15.384615384616504,0.0
USDJPY,20010103,101500,114.53,114.54,114.49,114.49,4,0.0,15.384615384616504,0.0
USDJPY,20010103,101600,114.47,114.47,114.47,114.47,4,0.0,7.692307692308252,0.0
USDJPY,20010103,101700,114.47,114.47,114.47,114.47,4,0.0,0.0,0.0
USDJPY,20010103,101800,114.48,114.48,114.44,114.46,4,9.999999999997868,3.333333333332623,1.0
USDJPY,20010103,101900,114.45,114.46,114.45,114.45,4,5.000000000002487,5.000000000000118,0.0
USDJPY,20010103,102000,114.45,114.48,114.45,114.47,4,15.000000000000355,10.000000000000236,0.0
USDJPY,20010103,102100,114.47,114.47,114.47,114.47,4,16.666666666666668,12.222222222223172,0.0
USDJPY,20010103,102200,114.47,114.47,114.47,114.47,4,16.666666666666668,16.11111111111123,0.0
USDJPY,20010103,102300,114.47,114.47,114.46,114.47,4,17.647058823529903,16.993464052287745,0.0
USDJPY,20010103,102400,114.46,114.48,114.46,114.47,4,17.647058823529903,17.320261437908826,0.0
USDJPY,20010103,102500,114.47,114.47,114.46,114.47,4,27.272727272728446,20.85561497326275,0.0
USDJPY,20010103,102600,114.46,114.5,114.46,114.49,4,45.45454545454311,30.124777183600486,0.0
USDJPY,20010103,102700,114.5,114.51,114.48,114.51,4,63.63636363637068,45.45454545454741,0.0
USDJPY,20010103,102800,114.51,114.51,114.48,114.49,4,49.999999999992895,53.03030303030223,0.0
USDJPY,20010103,102900,114.48,114.49,114.48,114.48,4,57.142857142860045,56.92640692640787,0.0
USDJPY,20010103,103000,114.47,114.47,114.45,114.45,4,14.285714285720086,40.47619047619101,0.0
USDJPY,20010103,103100,114.45,114.45,114.44,114.44,4,0.0,23.80952380952671,0.0
USDJPY,20010103,103200,114.44,114.45,114.42,114.44,4,22.22222222221696,12.169312169312349,0.0
USDJPY,20010103,103300,114.43,114.43,114.41,114.41,4,0.0,7.407407407405653,0.0
USDJPY,20010103,103400,114.4,114.41,114.4,114.41,4,9.090909090900869,10.437710437705944,0.0
USDJPY,20010103,103500,114.39,114.42,114.39,114.4,4,8.333333333337281,5.808080808079384,1.0
USDJPY,20010103,103600,114.41,114.42,114.4,114.42,4,25.0,14.141414141412717,0.0
USDJPY,20010103,103700,114.42,114.42,114.42,114.42,4,25.0,19.44444444444576,0.0
USDJPY,20010103,103800,114.42,114.42,114.42,114.42,4,25.0,25.0,0.0
USDJPY,20010103,103900,114.41,114.42,114.41,114.42,4,25.0,25.0,0.0
USDJPY,20010103,104000,114.43,114.44,114.42,114.44,4,41.66666666666272,30.55555555555424,0.0
USDJPY,20010103,104100,114.43,114.44,114.43,114.44,4,41.66666666666272,36.11111111110848,0.0
USDJPY,20010103,104200,114.44,114.45,114.43,114.44,4,50.0,44.444444444441814,0.0
USDJPY,20010103,104300,114.44,114.44,114.41,114.41,4,24.99999999999556,38.88888888888609,0.0
USDJPY,20010103,104400,114.42,114.42,114.41,114.42,4,50.0,41.666666666665186,0.0
USDJPY,20010103,104500,114.42,114.44,114.42,114.43,4,66.66666666667456,47.22222222222337,0.0
USDJPY,20010103,104600,114.44,114.44,114.44,114.44,4,83.33333333332544,66.66666666666667,0.0
USDJPY,20010103,104700,114.43,114.45,114.43,114.44,4,83.33333333332544,77.77777777777514,0.0
USDJPY,20010103,104800,114.44,114.44,114.44,114.44,4,83.33333333332544,83.33333333332544,0.0
USDJPY,20010103,104900,114.44,114.45,114.44,114.45,4,100.0,88.88888888888363,0.0
USDJPY,20010103,105000,114.46,114.47,114.44,114.45,4,66.66666666667456,83.33333333333333,-1.0
USDJPY,20010103,105100,114.45,114.47,114.45,114.47,4,100.0,88.88888888889153,0.0
USDJPY,20010103,105200,114.46,114.46,114.44,114.44,4,50.0,72.22222222222486,-1.0
USDJPY,20010103,105300,114.44,114.44,114.43,114.44,4,50.0,66.66666666666667,0.0
USDJPY,20010103,105400,114.43,114.44,114.43,114.43,4,33.333333333349124,44.44444444444971,0.0
USDJPY,20010103,105500,114.44,114.44,114.43,114.44,4,50.0,44.44444444444971,0.0
USDJPY,20010103,105600,114.44,114.44,114.42,114.42,4,16.666666666674562,33.33333333334122,0.0
USDJPY,20010103,105700,114.42,114.42,114.39,114.39,4,0.0,22.222222222224854,0.0
USDJPY,20010103,105800,114.4,114.4,114.37,114.37,4,0.0,5.555555555558187,0.0
USDJPY,20010103,105900,114.38,114.38,114.36,114.37,4,9.090909090913788,3.030303030304596,1.0
USDJPY,20010103,110000,114.37,114.39,114.37,114.39,4,27.272727272728446,12.121212121214079,0.0
USDJPY,20010103,110100,114.39,114.39,114.36,114.36,4,0.0,12.121212121214079,0.0
USDJPY,20010103,110200,114.36,114.38,114.36,114.37,4,9.090909090913788,12.121212121214079,0.0
USDJPY,20010103,110300,114.37,114.37,114.33,114.33,4,0.0,3.030303030304596,0.0
USDJPY,20010103,110400,114.34,114.36,114.33,114.34,4,7.142857142860768,5.411255411258185,1.0
USDJPY,20010103,110500,114.34,114.36,114.34,114.36,4,23.076923076924757,10.073260073261842,0.0
USDJPY,20010103,110600,114.36,114.41,114.36,114.4,4,63.63636363637068,31.2853812853854,0.0
USDJPY,20010103,110700,114.4,114.41,114.4,114.41,4,72.72727272727155,53.14685314685567,0.0
USDJPY,20010103,110800,114.42,114.44,114.41,114.44,4,100.0,78.78787878788074,0.0
USDJPY,20010103,110900,114.45,114.45,114.41,114.42,4,75.0,82.57575757575718,0.0
USDJPY,20010103,111000,114.43,114.43,114.39,114.39,4,50.0,75.0,0.0
USDJPY,20010103,111100,114.39,114.4,114.38,114.39,4,50.0,58.333333333333336,0.0
USDJPY,20010103,111200,114.37,114.4,114.37,114.39,4,50.0,50.0,0.0
USDJPY,20010103,111300,114.39,114.4,114.39,114.4,4,58.33333333333728,52.7777777777791,0.0
USDJPY,20010103,111400,114.4,114.42,114.4,114.42,4,75.0,61.11111111111243,0.0
USDJPY,20010103,111500,114.42,114.42,114.42,114.42,4,75.0,69.44444444444576,0.0
USDJPY,20010103,111600,114.42,114.42,114.41,114.41,4,66.66666666666272,72.2222222222209,0.0
USDJPY,20010103,111700,114.42,114.43,114.42,114.42,4,75.0,72.2222222222209,0.0
USDJPY,20010103,111800,114.41,114.44,114.41,114.44,4,90.90909090908622,77.52525252524964,0.0
USDJPY,20010103,111900,114.44,114.44,114.44,114.44,4,88.88888888888363,84.93265993265662,0.0
USDJPY,20010103,112000,114.44,114.44,114.42,114.42,4,62.499999999997776,80.76599326598921,-1.0
USDJPY,20010103,112100,114.42,114.46,114.42,114.46,4,100.0,83.7962962962938,0.0
USDJPY,20010103,112200,114.46,114.47,114.46,114.46,4,89.99999999999432,84.16666666666403,0.0
USDJPY,20010103,112300,114.46,114.46,114.45,114.45,4,80.00000000000284,89.99999999999905,-1.0
USDJPY,20010103,112400,114.45,114.48,114.45,114.45,4,72.72727272727155,80.90909090908957,0.0
USDJPY,20010103,112500,114.46,114.46,114.43,114.44,4,63.636363636357764,72.12121212121072,0.0
USDJPY,20010103,112600,114.44,114.44,114.43,114.44,4,55.55555555555029,63.97306397305987,0.0
USDJPY,20010103,112700,114.44,114.44,114.43,114.44,4,49.99999999999112,56.39730639729972,0.0
USDJPY,20010103,112800,114.44,114.44,114.44,114.44,4,42.857142857139955,49.47089947089379,0.0
USDJPY,20010103,112900,114.44,114.45,114.44,114.44,4,42.857142857139955,45.238095238090345,0.0
USDJPY,20010103,113000,114.44,114.45,114.44,114.44,4,42.857142857139955,42.857142857139955,0.0
USDJPY,20010103,113100,114.44,114.44,114.42,114.44,4,42.857142857139955,42.857142857139955,0.0
USDJPY,20010103,113200,114.44,114.45,114.44,114.45,4,50.0,45.23809523809331,0.0
USDJPY,20010103,113300,114.44,114.45,114.44,114.45,4,50.0,47.619047619046654,0.0
USDJPY,20010103,113400,114.44,114.45,114.44,114.44,4,33.33333333332544,44.444444444441814,0.0
USDJPY,20010103,113500,114.45,114.45,114.44,114.44,4,33.33333333332544,38.88888888888363,0.0
USDJPY,20010103,113600,114.44,114.45,114.44,114.44,4,33.33333333332544,33.33333333332544,0.0
USDJPY,20010103,113700,114.44,114.46,114.44,114.45,4,50.0,38.88888888888363,0.0
USDJPY,20010103,113800,114.45,114.47,114.45,114.45,4,60.000000000005684,47.77777777777704,0.0
USDJPY,20010103,113900,114.47,114.47,114.46,114.46,4,79.99999999998863,63.33333333333144,0.0
USDJPY,20010103,114000,114.45,114.45,114.45,114.45,4,60.000000000005684,66.66666666666667,0.0
USDJPY,20010103,114100,114.45,114.45,114.44,114.44,4,39.999999999994316,59.99999999999621,0.0
USDJPY,20010103,114200,114.45,114.45,114.44,114.44,4,39.999999999994316,46.666666666664774,0.0
USDJPY,20010103,114300,114.44,114.45,114.44,114.45,4,60.000000000005684,46.666666666664774,0.0
USDJPY,20010103,114400,114.45,114.46,114.45,114.46,4,79.99999999998863,59.99999999999621,0.0
USDJPY,20010103,114500,114.47,114.48,114.46,114.47,4,74.99999999999112,71.66666666666181,0.0
USDJPY,20010103,114600,114.47,114.48,114.47,114.47,4,74.99999999999112,76.66666666665697,0.0
USDJPY,20010103,114700,114.46,114.49,114.46,114.49,4,100.0,83.33333333332742,0.0
USDJPY,20010103,114800,114.48,114.49,114.47,114.47,4,60.000000000005684,78.33333333333228,-1.0
USDJPY,20010103,114900,114.47,114.47,114.46,114.47,4,60.000000000005684,73.33333333333712,0.0
USDJPY,20010103,115000,114.48,114.48,114.47,114.48,4,80.00000000001705,66.66666666667614,0.0
USDJPY,20010103,115100,114.48,114.48,114.47,114.47,4,60.000000000005684,66.66666666667614,0.0
USDJPY,20010103,115200,114.46,114.47,114.44,114.44,4,0.0,46.666666666674246,0.0
USDJPY,20010103,115300,114.44,114.44,114.43,114.43,4,0.0,20.000000000001894,0.0
USDJPY,20010103,115400,114.42,114.43,114.41,114.43,4,25.000000000013323,8.333333333337775,0.0
USDJPY,20010103,115500,114.44,114.45,114.41,114.43,4,25.000000000013323,16.66666666667555,0.0
USDJPY,20010103,115600,114.42,114.45,114.42,114.44,4,37.500000000002224,29.166666666676292,0.0
USDJPY,20010103,115700,114.44,114.44,114.42,114.43,4,25.000000000013323,29.166666666676292,0.0
USDJPY,20010103,115800,114.42,114.44,114.42,114.44,4,37.500000000002224,33.333333333339255,0.0
USDJPY,20010103,115900,114.44,114.47,114.44,114.47,4,75.00000000000445,45.83333333334,0.0
USDJPY,20010103,120000,114.46,114.47,114.44,114.44,4,37.500000000002224,50.00000000000296,0.0
USDJPY,20010103,120100,114.43,114.44,114.41,114.42,4,12.500000000006661,41.66666666667111,0.0
USDJPY,20010103,120200,114.42,114.42,114.42,114.42,4,14.285714285720086,21.428571428576323,0.0
USDJPY,20010103,120300,114.4,114.44,114.4,114.44,4,49.99999999999112,25.595238095239285,0.0
USDJPY,20010103,120400,114.44,114.44,114.43,114.44,4,49.99999999999112,38.09523809523411,0.0
USDJPY,20010103,120500,114.43,114.44,114.43,114.44,4,57.14285714285134,52.38095238094453,0.0
USDJPY,20010103,120600,114.44,114.45,114.43,114.43,4,42.85714285714866,49.999999999997044,0.0
USDJPY,20010103,120700,114.43,114.44,114.43,114.44,4,57.14285714285134,52.38095238095045,0.0
USDJPY,20010103,120800,114.43,114.43,114.42,114.42,4,28.57142857142567,42.85714285714189,0.0
USDJPY,20010103,120900,114.42,114.44,114.42,114.42,4,28.57142857142567,38.09523809523423,0.0
USDJPY,20010103,121000,114.43,114.43,114.42,114.42,4,28.57142857142567,28.57142857142567,0.0
USDJPY,20010103,121100,114.41,114.44,114.41,114.44,4,57.14285714285134,38.09523809523423,0.0
USDJPY,20010103,121200,114.44,114.45,114.44,114.44,4,57.14285714285134,47.61904761904278,0.0
USDJPY,20010103,121300,114.44,114.44,114.44,114.44,4,57.14285714285134,57.14285714285134,0.0
USDJPY,20010103,121400,114.44,114.44,114.42,114.42,4,39.999999999994316,51.42857142856567,0.0
USDJPY,20010103,121500,114.42,114.42,114.41,114.42,4,39.999999999994316,45.71428571427999,0.0
USDJPY,20010103,121600,114.42,114.48,114.42,114.47,4,87.49999999999334,55.833333333327325,0.0
USDJPY,20010103,121700,114.46,114.51,114.46,114.49,4,79.99999999999147,69.16666666665971,0.0
USDJPY,20010103,121800,114.48,114.49,114.46,114.47,4,59.99999999999716,75.83333333332733,0.0
USDJPY,20010103,121900,114.48,114.48,114.47,114.47,4,59.99999999999716,66.66666666666192,0.0
USDJPY,20010103,122000,114.47,114.47,114.45,114.45,4,40.00000000000284,53.333333333332384,0.0
USDJPY,20010103,122100,114.43,114.45,114.41,114.41,4,0.0,33.333333333333336,0.0
USDJPY,20010103,122200,114.42,114.44,114.42,114.42,4,10.000000000004263,16.666666666669034,0.0
USDJPY,20010103,122300,114.42,114.43,114.39,114.39,4,0.0,3.3333333333347546,0.0
USDJPY,20010103,122400,114.39,114.43,114.39,114.4,4,8.333333333337281,6.111111111113847,1.0
USDJPY,20010103,122500,114.41,114.41,114.39,114.39,4,0.0,2.7777777777790935,0.0
USDJPY,20010103,122600,114.39,114.39,114.37,114.37,4,0.0,2.7777777777790935,0.0
USDJPY,20010103,122700,114.37,114.37,114.34,114.34,4,0.0,0.0,0.0
USDJPY,20010103,122800,114.34,114.36,114.34,114.34,4,0.0,0.0,0.0
USDJPY,20010103,122900,114.34,114.34,114.3,114.3,4,0.0,0.0,0.0
USDJPY,20010103,123000,114.29,114.33,114.29,114.31,4,9.09090909090733,3.030303030302443,1.0
USDJPY,20010103,123100,114.31,114.32,114.31,114.31,4,9.999999999998579,6.363636363635304,0.0
USDJPY,20010103,123200,114.31,114.31,114.29,114.29,4,0.0,6.363636363635304,0.0
USDJPY,20010103,123300,114.29,114.31,114.29,114.31,4,11.111111111109357,7.037037037035979,1.0
USDJPY,20010103,123400,114.3,114.31,114.3,114.31,4,12.49999999999778,7.870370370369045,0.0
USDJPY,20010103,123500,114.31,114.32,114.3,114.31,4,13.333333333331439,12.314814814812857,0.0
USDJPY,20010103,123600,114.31,114.33,114.3,114.33,4,28.57142857142277,18.134920634917332,0.0
USDJPY,20010103,123700,114.33,114.34,114.33,114.34,4,35.71428571428354,25.873015873012587,0.0
USDJPY,20010103,123800,114.34,114.36,114.34,114.35,4,49.99999999999408,38.09523809523347,0.0
USDJPY,20010103,123900,114.36,114.36,114.36,114.36,4,69.99999999999716,51.90476190475826,0.0
USDJPY,20010103,124000,114.36,114.38,114.36,114.38,4,100.0,73.33333333333042,0.0
USDJPY,20010103,124100,114.37,114.37,114.36,114.37,4,88.88888888889767,86.29629629629828,0.0
USDJPY,20010103,124200,114.37,114.39,114.37,114.38,4,89.99999999999432,92.962962962964,-1.0
USDJPY,20010103,124300,114.39,114.41,114.39,114.39,4,83.3333333333353,87.4074074074091,0.0
USDJPY,20010103,124400,114.39,114.4,114.39,114.39,4,83.3333333333353,85.55555555555497,0.0
USDJPY,20010103,124500,114.39,114.4,114.39,114.39,4,83.3333333333353,83.3333333333353,0.0
USDJPY,20010103,124600,114.39,114.39,114.36,114.36,4,58.33333333333235,75.00000000000098,-1.0
USDJPY,20010103,124700,114.36,114.36,114.34,114.34,4,36.363636363642236,59.34343434343663,0.0
USDJPY,20010103,124800,114.36,114.36,114.31,114.31,4,9.090909090913788,34.59595959596279,0.0
USDJPY,20010103,124900,114.32,114.33,114.3,114.31,4,9.090909090913788,18.18181818182327,0.0
USDJPY,20010103,125000,114.3,114.31,114.29,114.3,4,8.333333333326426,8.838383838384667,0.0
USDJPY,20010103,125100,114.31,114.32,114.3,114.31,4,16.666666666664693,11.363636363634967,1.0
USDJPY,20010103,125200,114.31,114.31,114.29,114.31,4,16.666666666664693,13.88888888888527,0.0
USDJPY,20010103,125300,114.3,114.31,114.29,114.29,4,0.0,11.111111111109794,0.0
USDJPY,20010103,125400,114.28,114.28,114.27,114.27,4,0.0,5.555555555554897,0.0
USDJPY,20010103,125500,114.28,114.28,114.26,114.26,4,0.0,0.0,0.0
USDJPY,20010103,125600,114.27,114.27,114.24,114.25,4,5.882352941179421,1.9607843137264735,1.0
USDJPY,20010103,125700,114.24,114.24,114.22,114.23,4,5.555555555558187,3.8126361655792027,0.0
USDJPY,20010103,125800,114.22,114.23,114.22,114.23,4,5.555555555558187,5.664488017431932,0.0
USDJPY,20010103,125900,114.23,114.23,114.22,114.22,4,0.0,3.703703703705458,0.0
USDJPY,20010103,130000,114.21,114.23,114.21,114.22,4,6.666666666669824,4.074074074076004,1.0
USDJPY,20010103,130100,114.22,114.22,114.19,114.22,4,17.647058823529903,8.10457516339991,0.0
USDJPY,20010103,130200,114.21,114.22,114.2,114.22,4,21.428571428572155,15.247432306257295,0.0
USDJPY,20010103,130300,114.21,114.21,114.17,114.19,4,13.333333333331439,17.469654528477832,0.0
USDJPY,20010103,130400,114.18,114.21,114.18,114.2,4,20.000000000001894,18.253968253968495,1.0
USDJPY,20010103,130500,114.19,114.2,114.14,114.14,4,0.0,11.111111111111109,0.0
USDJPY,20010103,130600,114.13,114.14,114.11,114.11,4,0.0,6.666666666667298,0.0
USDJPY,20010103,130700,114.11,114.11,114.06,114.08,4,9.09090909090733,3.030303030302443,1.0
USDJPY,20010103,130800,114.07,114.13,114.07,114.1,4,18.18181818181466,9.09090909090733,0.0
USDJPY,20010103,130900,114.11,114.14,114.11,114.11,4,23.809523809523164,17.02741702741505,0.0
USDJPY,20010103,131000,114.1,114.1,114.04,114.06,4,9.999999999998579,17.330447330445466,0.0
USDJPY,20010103,131100,114.05,114.06,114.04,114.06,4,10.526315789471717,14.778613199664486,0.0
USDJPY,20010103,131200,114.06,114.1,114.06,114.09,4,26.31578947368303,15.614035087717776,1.0
USDJPY,20010103,131300,114.1,114.12,114.08,114.12,4,42.10526315789434,26.31578947368303,0.0
USDJPY,20010103,131400,114.13,114.14,114.11,114.14,4,55.555555555554676,41.325536062377346,0.0
USDJPY,20010103,131500,114.14,114.16,114.14,114.14,4,55.555555555554676,51.07212475633457,0.0
USDJPY,20010103,131600,114.15,114.17,114.15,114.15,4,64.70588235294561,58.60566448801833,0.0
USDJPY,20010103,131700,114.15,114.17,114.15,114.17,4,76.47058823529707,65.57734204793245,0.0
USDJPY,20010103,131800,114.16,114.18,114.16,114.18,4,87.50000000000222,76.22549019608164,0.0
USDJPY,20010103,131900,114.19,114.19,114.17,114.18,4,93.33333333333901,85.76797385621278,0.0
USDJPY,20010103,132000,114.18,114.2,114.16,114.17,4,81.24999999999889,87.36111111111336,-1.0
USDJPY,20010103,132100,114.16,114.17,114.14,114.15,4,68.75000000000111,81.111111111113,0.0
USDJPY,20010103,132200,114.14,114.16,114.14,114.15,4,68.75000000000111,72.91666666666704,0.0
USDJPY,20010103,132300,114.16,114.17,114.15,114.15,4,68.75000000000111,68.75000000000111,0.0
USDJPY,20010103,132400,114.14,114.15,114.13,114.14,4,62.499999999997776,66.66666666666667,0.0
USDJPY,20010103,132500,114.14,114.15,114.14,114.14,4,57.14285714285569,62.79761904761819,0.0
USDJPY,20010103,132600,114.14,114.18,114.14,114.17,4,75.0,64.88095238095116,0.0
USDJPY,20010103,132700,114.19,114.21,114.19,114.2,4,90.00000000000853,74.04761904762141,0.0
USDJPY,20010103,132800,114.2,114.25,114.2,114.25,4,100.0,88.33333333333617,0.0
USDJPY,20010103,132900,114.26,114.27,114.25,114.27,4,100.0,96.66666666666951,0.0
USDJPY,20010103,133000,114.26,114.26,114.25,114.25,4,85.71428571428862,95.23809523809621,-1.0
USDJPY,20010103,133100,114.25,114.28,114.25,114.28,4,100.0,95.23809523809621,0.0
USDJPY,20010103,133200,114.28,114.28,114.26,114.28,4,100.0,95.23809523809621,0.0
USDJPY,20010103,133300,114.28,114.31,114.28,114.31,4,100.0,100.0,0.0
USDJPY,20010103,133400,114.29,114.32,114.29,114.31,4,94.73684210526788,98.2456140350893,-1.0
USDJPY,20010103,133500,114.3,114.32,114.29,114.31,4,94.73684210526788,96.4912280701786,0.0
USDJPY,20010103,133600,114.31,114.31,114.29,114.29,4,84.21052631579616,91.22807017544397,0.0
USDJPY,20010103,133700,114.3,114.3,114.28,114.28,4,78.94736842105657,85.96491228070687,0.0
USDJPY,20010103,133800,114.28,114.28,114.26,114.28,4,77.77777777778128,80.31189083821134,0.0
USDJPY,20010103,133900,114.26,114.28,114.26,114.26,4,66.66666666667193,74.46393762183659,0.0
USDJPY,20010103,134000,114.25,114.28,114.25,114.28,4,69.23076923077427,71.22507122507584,0.0
USDJPY,20010103,134100,114.28,114.28,114.25,114.25,4,41.66666666666765,59.18803418803795,0.0
USDJPY,20010103,134200,114.24,114.25,114.23,114.25,4,22.222222222220466,44.3732193732208,0.0
USDJPY,20010103,134300,114.25,114.25,114.23,114.25,4,22.222222222220466,28.70370370370286,0.0
USDJPY,20010103,134400,114.24,114.25,114.22,114.22,4,0.0,14.814814814813644,0.0
USDJPY,20010103,134500,114.22,114.22,114.22,114.22,4,0.0,7.407407407406822,0.0
USDJPY,20010103,134600,114.24,114.26,114.24,114.25,4,30.000000000002842,10.000000000000947,1.0
USDJPY,20010103,134700,114.25,114.26,114.24,114.25,4,30.000000000002842,20.000000000001894,0.0
USDJPY,20010103,134800,114.24,114.25,114.19,114.19,4,0.0,20.000000000001894,0.0
USDJPY,20010103,134900,114.19,114.2,114.19,114.19,4,0.0,10.000000000000947,0.0
USDJPY,20010103,135000,114.2,114.22,114.19,114.22,4,27.272727272728446,9.090909090909483,1.0
USDJPY,20010103,135100,114.22,114.22,114.22,114.22,4,33.333333333333336,20.202020202020595,0.0
USDJPY,20010103,135200,114.22,114.23,114.22,114.22,4,33.333333333333336,31.313131313131706,0.0
USDJPY,20010103,135300,114.21,114.21,114.18,114.19,4,9.999999999991473,25.555555555552715,0.0
USDJPY,20010103,135400,114.18,114.19,114.17,114.19,4,18.18181818181466,20.505050505046487,0.0
USDJPY,20010103,135500,114.19,114.2,114.19,114.2,4,33.333333333333336,20.505050505046487,0.0
USDJPY,20010103,135600,114.2,114.23,114.2,114.22,4,55.55555555555029,35.69023569023276,0.0
USDJPY,20010103,135700,114.22,114.23,114.22,114.23,4,66.66666666666667,51.85185185185011,0.0
USDJPY,20010103,135800,114.23,114.23,114.23,114.23,4,66.66666666666667,62.96296296296121,0.0
USDJPY,20010103,135900,114.23,114.23,114.23,114.23,4,66.66666666666667,66.66666666666667,0.0
USDJPY,20010103,140000,114.23,114.23,114.22,114.22,4,55.55555555555029,62.96296296296121,0.0
USDJPY,20010103,140100,114.21,114.22,114.19,114.19,4,24.99999999999556,49.07407407407084,0.0
USDJPY,20010103,140200,114.19,114.19,114.18,114.19,4,33.33333333332544,37.9629629629571,0.0
USDJPY,20010103,140300,114.19,114.2,114.19,114.2,4,50.0,36.111111111107,0.0
USDJPY,20010103,140400,114.2,114.2,114.19,114.2,4,50.0,44.444444444441814,0.0
USDJPY,20010103,140500,114.21,114.23,114.21,114.23,4,100.0,66.66666666666667,0.0
USDJPY,20010103,140600,114.23,114.23,114.22,114.22,4,83.33333333332544,77.77777777777514,0.0
USDJPY,20010103,140700,114.22,114.22,114.22,114.22,4,83.33333333332544,88.88888888888363,0.0
USDJPY,20010103,140800,114.22,114.22,114.21,114.21,4,59.99999999997726,75.55555555554271,0.0
USDJPY,20010103,140900,114.21,114.22,114.21,114.22,4,79.99999999998863,74.44444444443045,0.0
USDJPY,20010103,141000,114.22,114.22,114.22,114.22,4,79.99999999998863,73.33333333331818,0.0
USDJPY,20010103,141100,114.22,114.25,114.22,114.25,4,100.0,86.66666666665908,0.0
USDJPY,20010103,141200,114.25,114.25,114.23,114.23,4,71.42857142857433,83.809523809521,-1.0
USDJPY,20010103,141300,114.23,114.25,114.23,114.25,4,100.0,90.47619047619145,0.0
USDJPY,20010103,141400,114.25,114.25,114.25,114.25,4,100.0,90.47619047619145,0.0
USDJPY,20010103,141500,114.24,114.25,114.24,114.25,4,100.0,100.0,0.0
USDJPY,20010103,141600,114.25,114.25,114.24,114.25,4,100.0,100.0,0.0
USDJPY,20010103,141700,114.24,114.26,114.24,114.24,4,71.42857142855983,90.47619047618662,-1.0
